ANNEE_CTR,CONTRAT_ANCIENNETE,FREQUENCE_PAIEMENT_COTISATION,GROUPE_KM,ZONE_RISQUE,AGE_ASSURE_PRINCIPAL,GENRE,DEUXIEME_CONDUCTEUR,ANCIENNETE_PERMIS,ANNEE_CONSTRUCTION,ENERGIE,EQUIPEMENT_SECURITE,VALEUR_DU_BIEN,NB,CHARGE,EXPO
2018,"(2,5]",TRIMESTRIEL,[20000;40000[,A,41,M,True,56,2017.0,DIESEL,FAUX,[25000;35000[,0,0.0,365.0
2019,"(-1,0]",ANNUEL,[20000;40000[,K,49,M,True,40,2018.0,DIESEL,FAUX,[20000;25000[,0,0.0,28.920765027322396
2017,"(1,2]",MENSUEL,[0;20000[,A,48,M,False,49,2013.0,DIESEL,VRAI,[25000;35000[,1,26196.5,304.99999999999983
2017,"(1,2]",MENSUEL,[0;20000[,B,40,F,False,30,2014.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2017,"(1,2]",ANNUEL,[0;20000[,A,52,M,False,59,2013.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2021,"(1,2]",ANNUEL,[20000;40000[,B,48,F,False,20,2020.0,ESSENCE,FAUX,[15000;20000[,0,1065.19,303.99999999999994
2017,"(1,2]",ANNUEL,[0;20000[,B,26,M,False,12,2015.0,ESSENCE,VRAI,[25000;35000[,0,0.0,365.0
2021,"(1,2]",MENSUEL,[0;20000[,C,64,M,False,45,2019.0,ESSENCE,FAUX,[0;10000[,0,0.0,303.99999999999994
2019,"(1,2]",MENSUEL,[20000;40000[,A,41,Autre,True,69,2014.0,DIESEL,VRAI,[10000;15000[,0,0.0,364.6393442622952
2017,"(-1,0]",ANNUEL,[20000;40000[,H,41,F,False,12,2014.0,DIESEL,FAUX,[15000;20000[,0,0.0,103.99999999999997
2019,"(-1,0]",ANNUEL,[0;20000[,K,43,M,True,53,2017.0,ESSENCE,FAUX,[0;10000[,0,0.0,187.48633879781408
2018,"(-1,0]",MENSUEL,[0;20000[,B,50,F,False,15,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,144.0000000000002
2017,"(-1,0]",ANNUEL,[0;20000[,J,21,M,False,7,2014.0,DIESEL,FAUX,[20000;25000[,0,467.01,188.00000000000003
2018,"(2,5]",MENSUEL,[0;20000[,A,71,F,True,58,2012.0,ESSENCE,FAUX,[10000;15000[,0,0.0,88.00000000000003
2016,"(-1,0]",MENSUEL,[0;20000[,A,55,Autre,False,59,2018.0,DIESEL,VRAI,[25000;35000[,0,0.0,195.00000000000009
2016,"(0,1]",TRIMESTRIEL,[20000;40000[,A,31,F,False,20,2007.0,DIESEL,VRAI,[20000;25000[,0,0.0,341.2513661202188
2020,"(0,1]",MENSUEL,[20000;40000[,D,44,M,True,20,2017.0,DIESEL,FAUX,[10000;15000[,0,0.0,365.0
2017,"(1,2]",ANNUEL,[20000;40000[,A,63,M,True,50,2011.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2020,"(0,1]",MENSUEL,[0;20000[,C,30,F,False,16,2019.0,ESSENCE,FAUX,[0;10000[,0,0.0,365.0
2021,"(1,2]",MENSUEL,[40000;60000[,B,30,M,False,12,2017.0,DIESEL,FAUX,[10000;15000[,1,8130.34,103.99999999999997
2017,"(0,1]",TRIMESTRIEL,[20000;40000[,B,31,M,True,53,2014.0,DIESEL,VRAI,[25000;35000[,0,0.0,93.99999999999984
2019,"(1,2]",ANNUEL,[0;20000[,C,34,Autre,False,20,2013.0,DIESEL,VRAI,[20000;25000[,0,0.0,364.20491803278685
2019,"(0,1]",ANNUEL,[20000;40000[,B,50,F,True,54,2017.0,DIESEL,FAUX,[25000;35000[,0,0.0,364.5710382513662
2016,"(-1,0]",ANNUEL,[0;20000[,A,31,F,False,16,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,292.9999999999999
2019,"(2,5]",ANNUEL,[0;20000[,B,62,M,False,57,2011.0,DIESEL,FAUX,[35000;99999[,0,0.0,364.2021857923496
2019,"(0,1]",ANNUEL,[0;20000[,B,54,M,False,24,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,364.6038251366119
2017,"(0,1]",TRIMESTRIEL,[0;20000[,B,40,M,False,29,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2018,"(1,2]",ANNUEL,[20000;40000[,B,26,M,False,19,2017.0,ESSENCE,VRAI,[15000;20000[,0,0.0,365.0
2019,"(0,1]",ANNUEL,[20000;40000[,A,56,M,False,61,2017.0,DIESEL,FAUX,[35000;99999[,1,7281.26,364.18579234972697
2017,"(-1,0]",MENSUEL,[0;20000[,C,37,F,False,34,2018.0,ESSENCE,FAUX,[10000;15000[,0,0.0,81.99999999999987
2018,"(-1,0]",MENSUEL,[40000;60000[,C,27,M,True,15,2017.0,DIESEL,FAUX,[25000;35000[,0,0.0,339.99999999999983
2018,"(2,5]",MENSUEL,[0;20000[,C,25,Autre,False,20,2014.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2018,"(2,5]",MENSUEL,[0;20000[,D,62,F,False,57,2013.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2018,"(1,2]",MENSUEL,[20000;40000[,B,35,F,False,17,2018.0,DIESEL,FAUX,[20000;25000[,0,0.0,88.00000000000003
2018,"(1,2]",MENSUEL,[20000;40000[,B,35,F,False,27,2015.0,DIESEL,FAUX,[10000;15000[,0,0.0,88.99999999999994
2018,"(1,2]",ANNUEL,[0;20000[,B,59,M,False,43,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2018,"(2,5]",MENSUEL,[40000;60000[,A,37,M,False,29,2008.0,DIESEL,VRAI,[25000;35000[,0,0.0,237.0000000000001
2017,"(-1,0]",MENSUEL,[0;20000[,C,42,M,False,46,2018.0,ESSENCE,FAUX,[15000;20000[,0,0.0,125.00000000000017
2020,"(0,1]",MENSUEL,[20000;40000[,H,50,M,False,62,2021.0,ESSENCE,FAUX,[25000;35000[,0,0.0,365.0
2017,"(0,1]",MENSUEL,[0;20000[,B,59,F,False,32,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2017,"(0,1]",ANNUEL,[0;20000[,C,54,M,False,52,2018.0,ESSENCE,VRAI,[10000;15000[,0,0.0,365.0
2021,"(2,5]",MENSUEL,[20000;40000[,E,47,M,False,62,2017.0,DIESEL,VRAI,[25000;35000[,0,0.0,303.99999999999994
2018,"(-1,0]",MENSUEL,[20000;40000[,B,35,F,False,36,2007.0,DIESEL,VRAI,[25000;35000[,0,0.0,53.00000000000008
2021,"(1,2]",MENSUEL,[20000;40000[,C,59,F,True,46,2014.0,DIESEL,VRAI,[25000;35000[,0,0.0,303.99999999999994
2021,"(-1,0]",ANNUEL,[20000;40000[,E,23,M,False,2,2021.0,ESSENCE,FAUX,[20000;25000[,0,0.0,242.9999999999999
2019,"(-1,0]",MENSUEL,[20000;40000[,B,25,F,False,9,2019.0,ESSENCE,FAUX,[10000;15000[,0,0.0,98.72950819672148
2018,"(-1,0]",MENSUEL,[20000;40000[,C,20,M,False,9,2017.0,ESSENCE,FAUX,[20000;25000[,0,1189.57,88.00000000000003
2018,"(-1,0]",TRIMESTRIEL,[0;20000[,C,52,M,False,42,2019.0,ESSENCE,FAUX,[20000;25000[,0,0.0,204.9999999999999
2021,"(0,1]",MENSUEL,[0;20000[,D,47,M,True,39,2016.0,ESSENCE,FAUX,[0;10000[,0,0.0,300.0
2019,"(1,2]",ANNUEL,[0;20000[,B,65,M,False,28,2017.0,DIESEL,VRAI,[25000;35000[,0,0.0,364.2021857923496
2020,"(0,1]",ANNUEL,[20000;40000[,C,68,M,True,32,2020.0,ESSENCE,FAUX,[35000;99999[,0,0.0,197.4590163934426
2018,"(1,2]",MENSUEL,[0;20000[,B,57,F,False,62,2016.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2018,"(1,2]",ANNUEL,[0;20000[,B,63,M,False,22,2017.0,ESSENCE,VRAI,[15000;20000[,0,0.0,192.9999999999999
2016,"(-1,0]",TRIMESTRIEL,[20000;40000[,C,38,M,False,26,2011.0,ESSENCE,FAUX,[10000;15000[,0,0.0,276.00000000000006
2019,"(1,2]",TRIMESTRIEL,[40000;60000[,B,48,M,False,45,2018.0,DIESEL,FAUX,[35000;99999[,1,835.17,364.2950819672131
2020,"(2,5]",MENSUEL,[20000;40000[,A,33,F,False,15,2014.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2018,"(1,2]",MENSUEL,[20000;40000[,C,48,F,False,54,2017.0,DIESEL,FAUX,[15000;20000[,0,0.0,192.9999999999999
2021,"(2,5]",ANNUEL,[20000;40000[,C,60,F,True,70,2018.0,ESSENCE,FAUX,[20000;25000[,0,0.0,303.99999999999994
2016,"(0,1]",MENSUEL,[0;20000[,D,50,Autre,True,31,2014.0,ESSENCE,FAUX,[20000;25000[,0,0.0,365.0
2017,"(0,1]",MENSUEL,[0;20000[,D,50,M,False,53,2014.0,DIESEL,FAUX,[25000;35000[,0,0.0,361.0
2018,"(2,5]",ANNUEL,[0;20000[,A,46,F,False,56,2009.0,DIESEL,FAUX,[35000;99999[,0,0.0,365.0
2016,"(0,1]",ANNUEL,[0;20000[,C,25,F,False,16,2014.0,DIESEL,VRAI,[20000;25000[,0,0.0,365.0
2020,"(1,2]",MENSUEL,[0;20000[,C,73,M,False,67,2018.0,ESSENCE,FAUX,[0;10000[,1,7598.7,365.0
2020,"(2,5]",MENSUEL,[0;20000[,C,29,F,False,12,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2021,"(2,5]",ANNUEL,[0;20000[,A,33,F,False,12,2017.0,ESSENCE,VRAI,[25000;35000[,0,0.0,246.0
2016,"(-1,0]",ANNUEL,[0;20000[,B,63,F,False,64,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,25.0
2021,"(5,10]",MENSUEL,[0;20000[,A,82,M,False,27,2013.0,ESSENCE,FAUX,[25000;35000[,0,0.0,234.99999999999991
2017,"(1,2]",TRIMESTRIEL,[0;20000[,A,61,F,False,23,2009.0,DIESEL,VRAI,[25000;35000[,0,0.0,142.99999999999991
2018,"(2,5]",ANNUEL,[20000;40000[,A,60,M,False,51,2009.0,DIESEL,VRAI,[25000;35000[,0,411.04,365.0
2016,"(0,1]",MENSUEL,[40000;60000[,A,41,M,True,28,2009.0,DIESEL,VRAI,[15000;20000[,1,6518.33,59.83606557377042
2019,"(-1,0]",MENSUEL,[20000;40000[,B,26,M,False,16,2021,DIESEL,FAUX,Inconnu,0,0.0,132.6366120218581
2017,"(1,2]",MENSUEL,[0;20000[,A,91,F,False,55,1999.0,ESSENCE,FAUX,[0;10000[,1,881.52,365.0
2017,"(1,2]",MENSUEL,[0;20000[,A,40,M,False,58,2016.0,DIESEL,FAUX,[20000;25000[,0,0.0,77.99999999999989
2020,"(-1,0]",ANNUEL,[40000;60000[,B,34,M,False,42,2018.0,DIESEL,FAUX,[35000;99999[,2,7911.65,154.99999999999986
2019,"(-1,0]",ANNUEL,[20000;40000[,C,48,M,False,38,2019.0,ESSENCE,FAUX,[20000;25000[,0,0.0,338.3306010928963
2016,"(-1,0]",ANNUEL,[0;20000[,A,60,M,True,55,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,331.09289617486337
2017,"(1,2]",MENSUEL,[0;20000[,D,47,F,False,56,2009.0,DIESEL,FAUX,[15000;20000[,0,0.0,142.00000000000003
2016,"(0,1]",MENSUEL,[40000;60000[,A,37,M,False,69,2009.0,DIESEL,VRAI,[15000;20000[,0,0.0,365.0
2020,"(2,5]",MENSUEL,[20000;40000[,B,27,M,True,11,2017.0,ESSENCE,FAUX,[25000;35000[,0,0.0,46.87158469945352
2016,"(0,1]",TRIMESTRIEL,[20000;40000[,C,49,F,False,46,2014.0,ESSENCE,VRAI,[15000;20000[,0,0.0,365.0
2018,"(2,5]",MENSUEL,[0;20000[,A,33,F,False,10,2014.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2020,"(0,1]",TRIMESTRIEL,[20000;40000[,B,25,M,False,20,2016.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2020,"(2,5]",MENSUEL,[0;20000[,C,55,F,False,26,2017.0,ESSENCE,VRAI,[10000;15000[,0,0.0,365.0
2017,"(0,1]",ANNUEL,[0;20000[,B,78,M,False,40,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2020,"(-1,0]",MENSUEL,[20000;40000[,B,45,F,False,69,2018.0,DIESEL,FAUX,[35000;99999[,0,0.0,331.09289617486337
2020,"(2,5]",ANNUEL,[20000;40000[,A,32,M,True,15,2015.0,DIESEL,VRAI,[25000;35000[,0,0.0,168.71584699453558
2018,"(0,1]",ANNUEL,[20000;40000[,B,57,M,False,66,2016.0,DIESEL,FAUX,[25000;35000[,0,0.0,139.99999999999983
2020,"(-1,0]",ANNUEL,[20000;40000[,D,39,Autre,False,20,2017.0,DIESEL,FAUX,[25000;35000[,0,0.0,230.00000000000006
2021,"(2,5]",ANNUEL,[0;20000[,E,43,F,False,70,2018.0,ESSENCE,FAUX,[10000;15000[,0,0.0,188.99999999999991
2020,"(1,2]",MENSUEL,[20000;40000[,E,27,M,False,13,2015.0,ESSENCE,VRAI,[15000;20000[,0,0.0,365.0
2016,"(-1,0]",MENSUEL,[40000;60000[,B,56,M,False,29,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,309.9371584699452
2020,"(2,5]",ANNUEL,[20000;40000[,C,29,M,True,19,2015.0,DIESEL,FAUX,[20000;25000[,0,0.0,90.75136612021868
2016,"(-1,0]",MENSUEL,[0;20000[,A,46,F,False,54,2018.0,DIESEL,VRAI,[25000;35000[,0,0.0,142.00000000000003
2019,"(-1,0]",TRIMESTRIEL,[20000;40000[,C,32,F,False,15,2017.0,ESSENCE,FAUX,[20000;25000[,0,0.0,181.50273224043735
2021,"(0,1]",MENSUEL,[20000;40000[,C,35,M,False,14,2017.0,DIESEL,VRAI,[25000;35000[,0,0.0,215.99999999999991
2018,"(-1,0]",MENSUEL,[20000;40000[,D,63,M,False,55,2016.0,ESSENCE,VRAI,[10000;15000[,0,0.0,222.99999999999997
2020,"(1,2]",MENSUEL,[20000;40000[,C,56,M,True,23,2017.0,ESSENCE,FAUX,[20000;25000[,0,0.0,365.0
2017,"(1,2]",ANNUEL,[40000;60000[,C,60,M,False,66,2008.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2016,"(-1,0]",ANNUEL,[0;20000[,C,58,M,False,41,2017.0,ESSENCE,VRAI,[15000;20000[,1,3309.14,284.00000000000006
2018,"(2,5]",MENSUEL,[20000;40000[,A,47,M,False,43,2017.0,DIESEL,FAUX,[35000;99999[,0,0.0,365.0
2021,"(0,1]",MENSUEL,[20000;40000[,K,30,M,False,15,2015.0,DIESEL,FAUX,[25000;35000[,0,0.0,103.00000000000006
2018,"(0,1]",MENSUEL,[0;20000[,B,66,F,False,23,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2018,"(1,2]",MENSUEL,[0;20000[,C,43,F,False,46,2014.0,ESSENCE,FAUX,[0;10000[,0,0.0,365.0
2016,"(0,1]",TRIMESTRIEL,[40000;60000[,A,43,M,False,44,2013.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2019,"(1,2]",MENSUEL,[40000;60000[,C,35,M,True,13,2016.0,DIESEL,FAUX,[35000;99999[,0,0.0,130.99999999999997
2019,"(2,5]",ANNUEL,[0;20000[,A,59,F,False,29,2015.0,ESSENCE,VRAI,[35000;99999[,0,0.0,175.00000000000017
2021,"(2,5]",ANNUEL,[20000;40000[,C,66,M,False,23,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,303.99999999999994
2018,"(0,1]",ANNUEL,[0;20000[,A,53,F,False,60,2017.0,ESSENCE,FAUX,[20000;25000[,0,0.0,365.0
2020,"(2,5]",MENSUEL,[0;20000[,C,56,F,False,33,2018.0,ESSENCE,FAUX,[15000;20000[,1,157.95,365.0
2020,"(0,1]",MENSUEL,[20000;40000[,C,46,F,False,70,2019.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2021,"(2,5]",TRIMESTRIEL,[20000;40000[,E,50,F,False,47,2017.0,ESSENCE,VRAI,[0;10000[,0,0.0,303.99999999999994
2019,"(2,5]",MENSUEL,[0;20000[,C,58,M,False,30,2013.0,DIESEL,VRAI,[15000;20000[,0,0.0,364.4153005464481
2019,"(0,1]",ANNUEL,[20000;40000[,K,58,F,True,45,2011.0,DIESEL,FAUX,[25000;35000[,0,0.0,364.91530054644795
2021,"(2,5]",MENSUEL,[40000;60000[,K,28,F,False,15,2018.0,DIESEL,FAUX,[25000;35000[,0,1487.06,269.0
2019,"(1,2]",MENSUEL,[0;20000[,C,59,M,True,40,2017.0,DIESEL,FAUX,[25000;35000[,0,0.0,365.0
2021,"(2,5]",ANNUEL,[0;20000[,C,43,M,False,25,2006.0,ESSENCE,VRAI,[15000;20000[,0,0.0,303.99999999999994
2021,"(2,5]",ANNUEL,[0;20000[,D,50,F,False,31,2015.0,DIESEL,VRAI,[20000;25000[,0,0.0,235.99999999999983
2020,"(0,1]",MENSUEL,[40000;60000[,C,40,Autre,False,66,2018.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2018,"(1,2]",TRIMESTRIEL,[0;20000[,A,35,Autre,False,12,2016.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2020,"(0,1]",MENSUEL,[0;20000[,B,32,M,False,46,2013.0,ESSENCE,VRAI,[15000;20000[,0,0.0,365.0
2016,"(0,1]",MENSUEL,[0;20000[,A,57,F,False,60,2014.0,ESSENCE,FAUX,[0;10000[,1,3073.62,365.0
2021,"(2,5]",TRIMESTRIEL,[0;20000[,B,54,F,False,36,2016.0,ESSENCE,FAUX,[15000;20000[,0,0.0,303.99999999999994
2017,"(1,2]",TRIMESTRIEL,[0;20000[,A,67,M,False,65,2015.0,DIESEL,FAUX,[25000;35000[,0,2163.8,365.0
2019,"(2,5]",ANNUEL,[0;20000[,A,82,M,True,65,2014.0,ESSENCE,VRAI,[25000;35000[,1,4719.99,364.7185792349728
2019,"(-1,0]",MENSUEL,[20000;40000[,B,29,F,True,13,2017.0,DIESEL,VRAI,[25000;35000[,0,0.0,26.926229508196727
2019,"(0,1]",MENSUEL,[0;20000[,A,48,F,False,42,2017.0,ESSENCE,FAUX,[15000;20000[,1,8519.2,364.2459016393443
2021,"(0,1]",ANNUEL,[0;20000[,C,62,F,False,23,2020.0,ESSENCE,FAUX,[10000;15000[,0,0.0,188.00000000000003
2018,"(0,1]",ANNUEL,[40000;60000[,C,56,M,False,55,2015.0,DIESEL,FAUX,[35000;99999[,0,0.0,365.0
2020,"(0,1]",ANNUEL,[20000;40000[,E,58,M,False,64,2013.0,DIESEL,FAUX,[35000;99999[,0,896.11,365.0
2020,"(1,2]",MENSUEL,[0;20000[,B,60,F,False,51,2018.0,ESSENCE,FAUX,[20000;25000[,0,0.0,365.0
2020,"(1,2]",ANNUEL,[0;20000[,C,34,F,False,16,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2017,"(1,2]",MENSUEL,[0;20000[,A,37,F,False,61,2014.0,ESSENCE,FAUX,[10000;15000[,0,0.0,68.0000000000001
2019,"(2,5]",MENSUEL,[40000;60000[,A,22,M,False,12,2011.0,DIESEL,VRAI,[25000;35000[,1,3750.0,364.4508196721311
2020,"(-1,0]",MENSUEL,[0;20000[,D,40,M,False,28,2020.0,ESSENCE,FAUX,[0;10000[,0,0.0,300.99999999999983
2020,"(2,5]",MENSUEL,[20000;40000[,A,44,M,True,51,2014.0,DIESEL,VRAI,[10000;15000[,0,0.0,365.0
2020,"(-1,0]",ANNUEL,[20000;40000[,C,52,M,False,64,2020.0,DIESEL,FAUX,[35000;99999[,0,0.0,150.0
2020,"(-1,0]",TRIMESTRIEL,[0;20000[,E,22,M,False,10,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,15.0
2016,"(0,1]",ANNUEL,[0;20000[,C,49,M,True,38,2014.0,ESSENCE,FAUX,[10000;15000[,0,0.0,364.8114754098359
2021,"(1,2]",ANNUEL,[0;20000[,B,37,M,True,52,2019.0,ESSENCE,FAUX,[10000;15000[,0,0.0,280.0
2020,"(0,1]",MENSUEL,[40000;60000[,C,69,F,False,30,2018.0,ESSENCE,VRAI,[15000;20000[,0,0.0,252.3196721311475
2017,"(1,2]",ANNUEL,[0;20000[,C,66,M,True,55,2012.0,ESSENCE,VRAI,[10000;15000[,0,0.0,134.00000000000003
2021,"(5,10]",MENSUEL,[0;20000[,A,43,M,False,52,2005.0,ESSENCE,FAUX,[0;10000[,0,0.0,204.9999999999999
2021,"(-1,0]",MENSUEL,[20000;40000[,K,35,F,False,16,2021.0,ESSENCE,FAUX,[15000;20000[,0,0.0,165.0
2018,"(-1,0]",ANNUEL,[0;20000[,A,30,M,False,14,2013.0,DIESEL,VRAI,[15000;20000[,0,0.0,25.0
2021,"(2,5]",MENSUEL,[0;20000[,D,41,M,True,38,2018.0,ESSENCE,FAUX,[15000;20000[,0,0.0,303.99999999999994
2019,"(-1,0]",MENSUEL,[20000;40000[,L,32,Autre,True,34,2015.0,DIESEL,VRAI,[15000;20000[,0,0.0,61.830601092896124
2021,"(2,5]",MENSUEL,[20000;40000[,B,42,M,False,24,2018.0,DIESEL,FAUX,[10000;15000[,0,2000.34,303.99999999999994
2018,"(0,1]",ANNUEL,[0;20000[,C,29,M,False,18,2014.0,ESSENCE,FAUX,[15000;20000[,0,2373.92,365.0
2019,"(-1,0]",MENSUEL,[20000;40000[,B,30,M,False,38,2021,DIESEL,FAUX,Inconnu,0,0.0,270.2595628415299
2018,"(2,5]",TRIMESTRIEL,[0;20000[,B,53,M,True,59,2017.0,ESSENCE,FAUX,[15000;20000[,0,1071.98,365.0
2021,"(0,1]",ANNUEL,[0;20000[,B,41,F,False,35,2021,DIESEL,FAUX,Inconnu,1,819.0,303.99999999999994
2021,"(-1,0]",ANNUEL,[20000;40000[,L,23,F,False,11,2021.0,ESSENCE,VRAI,[20000;25000[,0,0.0,96.00000000000001
2021,"(-1,0]",MENSUEL,[20000;40000[,D,38,F,True,26,2020.0,ESSENCE,VRAI,[20000;25000[,0,0.0,268.00000000000006
2017,"(-1,0]",ANNUEL,[0;20000[,C,67,F,False,59,2017.0,DIESEL,FAUX,[25000;35000[,0,0.0,285.99999999999983
2017,"(-1,0]",ANNUEL,[0;20000[,C,45,F,False,53,2015.0,ESSENCE,FAUX,[10000;15000[,0,0.0,316.99999999999983
2020,"(-1,0]",TRIMESTRIEL,[20000;40000[,B,39,M,True,43,2013.0,DIESEL,FAUX,[35000;99999[,0,0.0,345.0546448087433
2018,"(-1,0]",TRIMESTRIEL,[20000;40000[,A,32,M,False,17,2017.0,ESSENCE,VRAI,[15000;20000[,0,0.0,338.9999999999999
2020,"(1,2]",TRIMESTRIEL,[20000;40000[,A,66,M,False,35,2012.0,ESSENCE,FAUX,[10000;15000[,0,0.0,231.3661202185792
2016,"(-1,0]",MENSUEL,[0;20000[,B,52,M,False,60,2013.0,DIESEL,FAUX,[20000;25000[,0,0.0,57.999999999999964
2017,"(0,1]",ANNUEL,[20000;40000[,C,26,F,True,12,2009.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2021,"(0,1]",MENSUEL,[0;20000[,C,61,F,False,37,2019.0,ESSENCE,VRAI,[15000;20000[,0,0.0,303.99999999999994
2016,"(-1,0]",MENSUEL,[0;20000[,C,67,M,False,28,2016.0,DIESEL,VRAI,[25000;35000[,0,1904.72,88.99999999999994
2019,"(-1,0]",TRIMESTRIEL,[20000;40000[,B,60,F,False,21,2017.0,ESSENCE,FAUX,[25000;35000[,0,0.0,48.866120218579226
2021,"(0,1]",ANNUEL,[20000;40000[,C,34,F,True,14,2020.0,ESSENCE,FAUX,[20000;25000[,0,1440.29,303.99999999999994
2020,"(-1,0]",MENSUEL,[20000;40000[,C,40,F,True,27,2012.0,ESSENCE,FAUX,[20000;25000[,0,0.0,216.99999999999983
2020,"(-1,0]",TRIMESTRIEL,[20000;40000[,B,33,F,True,17,2020.0,DIESEL,FAUX,[25000;35000[,0,0.0,65.00000000000003
2017,"(0,1]",MENSUEL,[20000;40000[,C,27,M,False,12,2014.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2017,"(1,2]",MENSUEL,[0;20000[,G,34,M,False,45,2011.0,ESSENCE,FAUX,[20000;25000[,0,0.0,365.0
2018,"(0,1]",MENSUEL,[0;20000[,B,21,M,False,11,2016.0,DIESEL,VRAI,[20000;25000[,0,0.0,365.0
2016,"(0,1]",ANNUEL,[0;20000[,A,46,F,False,28,2014.0,ESSENCE,FAUX,[15000;20000[,1,5141.66,365.0
2018,"(2,5]",TRIMESTRIEL,[0;20000[,A,40,F,False,69,2010.0,DIESEL,FAUX,[10000;15000[,0,0.0,365.0
2017,"(-1,0]",ANNUEL,[0;20000[,A,23,F,False,6,2015.0,DIESEL,FAUX,[20000;25000[,0,0.0,144.0000000000002
2020,"(-1,0]",MENSUEL,[20000;40000[,G,40,M,False,27,2018.0,ESSENCE,VRAI,[20000;25000[,0,0.0,218.00000000000009
2018,"(2,5]",ANNUEL,[40000;60000[,A,53,M,False,69,2013.0,DIESEL,VRAI,[35000;99999[,0,0.0,365.0
2019,"(0,1]",ANNUEL,[20000;40000[,B,35,F,True,8,2019.0,ESSENCE,FAUX,[10000;15000[,1,8087.1,364.23770491803265
2016,"(0,1]",MENSUEL,[20000;40000[,C,29,F,False,17,2011.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2018,"(2,5]",ANNUEL,[20000;40000[,A,40,M,True,42,2012.0,DIESEL,VRAI,[35000;99999[,1,1985.24,28.000000000000007
2019,"(-1,0]",MENSUEL,[0;20000[,B,36,M,False,35,2018.0,ESSENCE,VRAI,[20000;25000[,0,0.0,235.3551912568306
2019,"(2,5]",ANNUEL,[0;20000[,A,52,F,False,51,2015.0,ESSENCE,VRAI,[20000;25000[,0,0.0,364.53278688524597
2021,"(0,1]",ANNUEL,[20000;40000[,B,45,F,False,54,2020.0,DIESEL,FAUX,[20000;25000[,0,0.0,303.99999999999994
2018,"(-1,0]",MENSUEL,[0;20000[,H,43,F,False,60,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,196.99999999999991
2019,"(1,2]",ANNUEL,[0;20000[,B,47,M,False,65,2012.0,DIESEL,VRAI,[35000;99999[,0,0.0,11.000000000000012
2020,"(1,2]",ANNUEL,[0;20000[,D,40,F,False,58,2017.0,ESSENCE,FAUX,[20000;25000[,0,1005.47,365.0
2018,"(-1,0]",MENSUEL,[0;20000[,C,27,M,False,12,2017.0,DIESEL,VRAI,[15000;20000[,1,166.73,196.99999999999991
2017,"(1,2]",ANNUEL,[0;20000[,A,61,M,False,66,2009.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2019,"(0,1]",MENSUEL,[0;20000[,B,58,F,False,37,2017.0,ESSENCE,FAUX,[20000;25000[,0,0.0,197.84972677595624
2021,"(2,5]",MENSUEL,[20000;40000[,B,34,F,True,14,2017.0,DIESEL,FAUX,[10000;15000[,0,0.0,46.99999999999992
2019,"(2,5]",ANNUEL,[20000;40000[,A,70,M,True,44,2014.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2020,"(2,5]",ANNUEL,[20000;40000[,B,35,F,False,21,2016.0,DIESEL,VRAI,[20000;25000[,0,0.0,315.13661202185773
2016,"(0,1]",TRIMESTRIEL,[0;20000[,B,29,F,True,17,2015.0,DIESEL,FAUX,[20000;25000[,0,0.0,363.68852459016404
